"app_id","ssn","zip_code","income","homeownership","purchases","credit_limit"
269207,828566359,59667,68000,"Own",9899.88505000608,9900
281073,514015209,36850,48000,"Rent",22548.2581828951,28100
281268,927448739,50814,83000,"Own",27364.8237641124,33100
282458,310908527,76562,48000,"Own",12817.3882476934,29300
284012,931475534,43583,55000,"Rent",5982.46056054473,18400
287794,590384427,33811,36000,"Rent",3516.12199879234,16400
291554,434126268,33678,72000,"Rent",16897.0670616503,16900
295961,634268902,77004,1000,"Rent",34152.9214766657,34800
300587,505412391,85745,80000,"Rent",4299.5908877599,4300
301205,896498257,53427,86000,"Rent",2071.54466513371,15100
301745,649294046,84074,65000,"Rent",17319.4324497102,35000
304221,477135472,54574,61000,"Rent",3866.70431637744,37100
306753,346936472,20284,87000,"Own",16884.1276977471,20600
308103,120828656,21182,73000,"Rent",6577.83696093006,37900
309110,468559402,57218,23000,"Own",26435.3444263749,29700
309886,439435136,19082,69000,"Own",8907.74336055941,11400
312551,923773081,18935,31000,"Own",14169.8891922101,14200
315016,235915103,16211,60000,"Own",11974.7653175324,13000
316794,707929342,99424,103000,"Rent",34596.4921791496,34800
318626,755651643,70755,39000,"Rent",6176.95627974172,15300
318683,707050679,80141,64000,"Rent",10724.6161409192,23600
319181,181804712,41784,92000,"Own",6911.30106590551,34800
319799,924084019,63039,29000,"Rent",3953.84622429475,25600
324511,325127165,60045,6000,"Rent",10373.55484921,12900
324924,127132479,18183,43000,"Rent",2707.77988281456,18600
325274,264808059,48251,76000,"Own",6285.65008959545,8800
328158,140510842,17888,53000,"Own",8786.48242673825,16000
330399,586691942,94531,48000,"Rent",3199.17178725284,3200
331493,450363849,42564,80000,"Rent",6960.95287742845,30100
333669,695112118,65283,71000,"Rent",22103.6309841938,37500
333850,450811053,32096,35000,"Rent",11233.2965043334,16600
338025,770207905,93026,98000,"Own",21102.4662499167,35400
339979,814789503,32824,48000,"Own",23760.9993131864,28400
340449,187413803,23710,78000,"Rent",15542.7783332927,21400
340504,647327994,38373,97000,"Rent",8580.0640031552,8700
342054,841784841,74567,80000,"Rent",4909.0907413259,37100
342819,717264272,85526,43000,"Own",32841.8924996045,37100
345154,954687038,70379,62000,"Rent",2285.98742116528,31200
348980,860281184,33323,48000,"Own",26464.4294873115,36600
350348,340873410,82334,82000,"Rent",2948.78582999554,32400
356211,923283534,80393,1e+05,"Own",7275.02808122619,7300
357529,520249152,95808,56000,"Rent",5724.12020584741,21300
358601,825719254,70260,54000,"Rent",7593.98480832547,7600
358963,558898139,73088,80000,"Rent",6852.7368767087,9500
361985,197786156,48497,44000,"Own",15075.4265795704,15100
364990,254996992,82231,51000,"Own",26661.6833509155,32100
366131,310747964,75352,87000,"Own",13866.8506475747,16700
371104,376153824,55395,110000,"Rent",2164.64768624116,24300
373002,299751002,95835,47000,"Own",2899.61210093974,2900
373538,146948956,70052,94000,"Rent",11308.5188636418,14600
374433,119931426,91073,76000,"Rent",999.93751613411,1000
375962,444775980,65382,0,"Own",10937.3814660298,12100
377158,314023906,86586,36000,"Own",26403.3052139966,38800
377983,446487481,74614,73000,"Own",7589.37555252314,17300
379738,471840008,32036,93000,"Rent",11352.4990360699,11400
381131,964323725,52867,48000,"Own",6284.58991185207,10100
381188,134336138,51392,45000,"Rent",7970.95097265178,26000
383833,249707898,75710,7000,"Own",12258.2551764968,13500
384618,924144134,10654,78000,"Rent",13621.0092292636,36200
392311,143494600,88926,10000,"Own",19064.9971518083,22200
392332,939841271,64914,43000,"Own",11799.4040607719,11800
392477,980739801,65442,57000,"Rent",11901.7738303159,12400
394826,920718026,86232,90000,"Rent",7749.33992403313,18400
395375,141210025,61780,27000,"Rent",13271.8406689533,20600
396563,609008681,53807,74000,"Rent",6601.44321395942,6900
397156,617181113,75490,77000,"Own",23614.4751946331,36500
399659,282642254,17550,18000,"Own",18525.3258525189,18600
405117,810447129,60951,35000,"Rent",5199.90545322007,5200
406705,326571651,43113,24000,"Rent",5213.7282804608,15100
406811,303321717,81225,51000,"Rent",2394.09971572196,21000
412586,944727336,82102,68000,"Rent",3690.29216840481,10100
413018,408627306,67923,56000,"Rent",12374.35917168,18200
413373,911723808,83822,39000,"Rent",10033.1172712853,41000
415007,647411787,72076,89000,"Rent",1890.60708178366,14900
417045,681033089,52126,103000,"Rent",14847.7212972537,16100
423267,213309150,82789,64000,"Rent",9930.02178248478,12600
425473,225489673,78598,55000,"Own",10092.7807120217,10100
425521,731048065,80426,32000,"Rent",4111.45450717337,36700
425964,525030195,34107,88000,"Rent",12736.336576449,13300
427021,213264023,54961,53000,"Rent",1844.40579309147,9200
428475,490946524,23782,73000,"Rent",2847.25669322105,29100
429917,875139120,21875,53000,"Own",10045.6414417321,10200
435948,404481701,79976,60000,"Own",13636.8306805116,36000
437028,802833821,54636,71000,"Rent",5887.43723217447,10800
442754,648145682,44809,80000,"Own",21646.620748597,22600
447939,779958015,67739,55000,"Own",6956.49325051981,11700
452309,711810016,37834,76000,"Own",13852.8708626543,41300
458008,815157065,69197,48000,"Rent",8290.34416785856,8500
458553,573352260,36021,93000,"Rent",8575.94539148237,29600
461296,879215450,56340,74000,"Rent",7237.72791692201,12500
462226,490206056,35211,40000,"Rent",12141.9441219592,13200
462959,485402645,97004,48000,"Rent",4262.0757428675,33100
464519,788215923,57451,57000,"Own",8919.9933707351,9000
465023,298048676,59482,76000,"Own",14666.1772768112,14800
466431,341459462,11891,46000,"Rent",8775.38962294359,33300
467490,847119068,97796,70000,"Rent",15406.6644505567,27700
468081,350236966,97901,71000,"Own",15019.4467165708,29300
469347,515398632,43519,72000,"Rent",2900.96477156993,28300
471630,270434354,63096,43000,"Own",25122.6851345067,26100
474769,346706668,71732,87000,"Rent",20465.1371050813,20500
474819,989362403,26174,43000,"Rent",30732.8309790522,37300
476353,889555600,60675,83000,"Rent",9775.78507837506,28400
477034,677763746,48731,18000,"Own",35141.7530831964,35300
482287,159979919,50880,54000,"Rent",5223.82555745057,23200
485864,160453577,38893,103000,"Rent",10707.7656448504,11200
487751,930376383,57925,103000,"Own",9246.86849591794,24200
487956,314118410,18697,81000,"Rent",16537.1073556158,31900
488522,904687609,78135,79000,"Own",14119.6069753269,17000
489813,729072544,94319,63000,"Rent",29665.5239949,40600
497392,206023565,69179,44000,"Own",24288.3254205304,25800
499439,155419928,31985,108000,"Own",25532.0192022335,31900
501458,305673761,50556,32000,"Rent",9831.8749360121,28700
501513,530086049,97437,27000,"Rent",299.996535261187,300
509551,981835992,70513,104000,"Own",12629.1524565844,13000
510283,763776496,38716,48000,"Rent",7066.62049971604,40200
511992,451374879,85861,1e+05,"Rent",6397.63334049448,22500
512271,121555448,37515,33000,"Rent",1999.98403955304,2000
512831,795460857,12097,92000,"Rent",14599.0976504892,14600
513575,730419536,62736,48000,"Rent",3195.19121830754,28400
516706,511108427,74131,50000,"Own",9332.06848390018,11200
517271,633336507,35919,74000,"Rent",3563.46389327176,35900
518411,283266461,95042,53000,"Rent",2135.10570398298,11800
524713,371885648,38691,92000,"Own",299.99997239808,300
526233,205353880,66836,81000,"Rent",1549.40372351871,22400
526449,109518610,44009,48000,"Rent",4537.13377958676,31700
529728,853485852,28162,54000,"Rent",23873.6107731699,35500
531379,677152998,85441,77000,"Rent",15024.9058911818,40400
531551,219869613,92161,82000,"Rent",26989.3808661161,34800
533256,758660926,91977,78000,"Rent",4367.82883661204,14000
534228,998103454,42449,80000,"Own",17801.3478641782,18700
535728,817440704,56297,53000,"Rent",4544.42025997191,21700
537866,992277219,36301,73000,"Rent",18931.4538520746,34500
538510,129365981,97279,38000,"Rent",4356.37154738117,19500
541833,607054644,44310,29000,"Rent",15396.7880304272,35800
541834,635357103,96204,35000,"Rent",4969.38795331348,10800
542738,911776443,26698,23000,"Rent",10984.7458804267,23400
543097,924703340,84225,54000,"Rent",12155.6676879504,26000
545209,177008913,44141,49000,"Rent",4869.39045108425,35200
545978,214808506,13428,81000,"Rent",1843.88865708051,19200
546247,884699525,94250,58000,"Rent",1973.88399294044,22500
546499,920900007,98215,38000,"Own",20589.3217831427,23700
546538,699149080,17653,34000,"Own",6199.97023935655,6200
547237,114598416,98439,68000,"Own",14302.9949391659,37200
548511,972915242,29795,62000,"Own",8005.5287987505,8800
551939,874928991,96330,62000,"Own",12793.6714594833,12800
553204,141962480,95533,82000,"Own",25174.3266278563,25500
555727,723431131,80031,98000,"Rent",5643.97497081834,21900
559457,288986134,46429,61000,"Own",7330.61010228875,14900
559708,217945542,97436,74000,"Rent",1705.10583922518,11300
562179,617290535,45499,75000,"Rent",3373.03785250576,41300
562199,693951195,16004,55000,"Rent",4121.67624884157,11600
562849,976618286,85033,69000,"Rent",4084.61255841094,9000
565887,149028659,45050,21000,"Rent",11392.2795207274,12000
568272,597846999,29663,88000,"Rent",8181.54943739376,8600
574855,839996444,71311,65000,"Own",7307.40270058619,12000
575738,506005890,15763,73000,"Rent",5199.92059333795,31100
577889,328167394,91503,55000,"Rent",3868.93075933995,8600
581617,756327550,96183,90000,"Own",25773.367838273,25800
582295,320102985,43829,36000,"Rent",18069.0276485964,18100
584136,207546192,85022,81000,"Rent",1775.52530497387,40200
584235,732724133,28089,78000,"Rent",1931.96284862496,15100
584383,767470150,52682,16000,"Rent",31597.422967006,31600
584904,903170466,64013,80000,"Own",10095.4395350576,17500
585470,913296127,22183,32000,"Own",23405.6255030782,33200
587498,102203310,40025,79000,"Rent",1315.90249714972,17600
587685,414142573,93531,36000,"Rent",28771.2095175939,31200
589049,270524683,27754,44000,"Rent",18087.0678826054,20600
589326,190659577,78717,26000,"Rent",19551.2678751677,25900
590507,560771396,91055,76000,"Rent",9315.71236664307,15800
594094,686748426,15797,25000,"Own",28286.6084746621,28300
598182,707574680,21807,65000,"Rent",12327.4194958538,12400
598349,957900800,58984,56000,"Rent",3548.47990146598,12500
600592,168387609,33306,59000,"Rent",8327.88349780632,39700
601684,901709332,22391,47000,"Rent",5303.05763429802,17600
604745,252686679,15299,40000,"Own",1599.9890993449,1600
607383,267282965,95990,82000,"Own",19488.736682043,39800
608790,129951186,23233,17000,"Own",30906.4049319546,32500
609212,886232385,50183,78000,"Own",9283.36433848935,29900
609526,615103305,76018,91000,"Own",10962.2085775763,23300
611175,981336211,29046,19000,"Rent",20106.0797830874,23800
611381,359783988,87991,75000,"Rent",31653.0019937433,33100
611584,669370508,51210,61000,"Own",11739.1525360744,15100
616782,233182455,66739,29000,"Rent",22681.6152383117,22700
618013,869482988,14782,54000,"Rent",13192.5671613269,13200
619712,842659057,28928,102000,"Rent",1075.41193582592,10200
622475,206698170,69349,99000,"Rent",9038.69966323671,32000
623462,218685982,90102,55000,"Rent",20762.4062749303,29900
626989,664161556,76950,65000,"Own",10619.662034677,13200
627525,101819983,95909,86000,"Rent",2999.99797326095,3000
627533,518007582,71302,1e+05,"Rent",20744.2131244154,22200
627950,754053788,99160,47000,"Rent",13414.0793109797,14100
629687,773658031,92971,32000,"Rent",11540.8028678588,20200
631595,700650596,64247,83000,"Own",6212.66295062853,16600
631852,235689438,30245,62000,"Own",14546.7586514844,21600
633643,936911378,49077,12000,"Own",27581.3141438732,27600
636428,710362079,80582,67000,"Rent",5085.23462485434,13800
638520,878820878,77326,87000,"Own",8679.02466882213,8700
641130,635237295,98384,27000,"Own",12047.1624029203,19500
643672,432620296,70162,35000,"Rent",7248.61511311557,25500
644020,394587458,60898,56000,"Rent",1396.52503869386,9200
644166,914017779,94389,61000,"Rent",1730.66292484664,14400
644577,112529161,75133,60000,"Own",12097.8798690837,30600
647430,147260104,90586,27000,"Rent",6795.95287696263,6800
648939,693218723,65804,71000,"Rent",3865.38015001469,10300
650162,569298604,17517,77000,"Rent",2157.38645737651,10600
650758,994371534,63025,30000,"Rent",20336.6696096382,39600
651732,960058512,19386,29000,"Rent",7488.00990815697,9200
655779,147998137,24386,25000,"Own",28351.5003468002,29400
661209,226965194,59154,75000,"Rent",6198.25834826428,38100
667702,875657894,82083,69000,"Rent",1745.50235879394,16900
667796,371284100,98701,92000,"Rent",7835.07774185272,9700
669934,433343090,68568,76000,"Rent",1815.94380756499,10700
671312,515968918,84062,28000,"Rent",12533.9750955152,16600
672302,809618993,36588,43000,"Rent",4265.68378917357,23800
676573,202696836,33632,59000,"Own",7333.95230369273,11400
678962,530680893,48640,33000,"Rent",7256.68334578715,7300
681236,511468748,60060,0,"Own",28940.2393802549,30700
683362,988334618,35559,94000,"Rent",6620.76687784756,17400
684963,792244296,84635,63000,"Rent",1904.58710960645,15800
692380,975525070,40578,78000,"Rent",25459.1354598885,26200
695347,515715665,17051,105000,"Own",18339.2841151551,19000
696624,911062099,11284,62000,"Rent",8592.14229854456,16200
698753,463753346,28511,70000,"Own",10396.7903966558,33200
703341,198189246,50564,37000,"Rent",11667.4766745673,24500
707040,759749259,92088,14000,"Rent",18276.2654029955,25000
707094,652118855,32882,17000,"Rent",6274.59047355031,8800
708651,632589583,59013,77000,"Rent",9455.48017534113,14800
712794,346351745,52957,44000,"Own",31178.1561456478,31700
713777,529306414,39100,57000,"Rent",5347.58951509754,11800
714364,233775374,80353,64000,"Rent",2983.79292923091,35800
715449,139271507,76623,46000,"Rent",3204.987567351,20900
715548,808446271,55166,83000,"Own",29239.2162215073,38200
720314,265030669,70850,94000,"Rent",1220.22662444798,25700
720860,319819528,81900,28000,"Own",9165.28424590689,9700
722965,857627770,70357,101000,"Rent",5153.91654676109,17400
724171,347303159,26651,71000,"Own",6865.85223722829,6900
724357,611178464,89643,76000,"Own",19498.3886783404,22500
724702,976252106,26021,71000,"Own",17397.9762414992,24200
725659,729872742,82143,64000,"Rent",8384.89400053147,8400
726184,660518042,91162,85000,"Rent",12588.7843978732,23900
728251,181187881,59554,58000,"Rent",2346.30022629589,14700
728852,462019219,99209,80000,"Own",13762.597968065,31100
731498,472737814,41496,60000,"Rent",20101.0562602095,21000
732309,983005893,13887,78000,"Own",13432.4704312475,22200
735160,609936566,94320,102000,"Rent",16719.2855490852,20900
735911,167553878,57270,50000,"Rent",3045.3657701643,37700
737823,633534416,40567,30000,"Own",29028.928274357,30900
739617,419764254,97142,76000,"Rent",2199.53832174951,2200
742510,257254980,98833,89000,"Rent",2305.76447707352,9700
742734,874789914,55884,46000,"Own",12874.0642106615,21400
743006,415265911,23423,55000,"Rent",299.999938338347,300
745063,721906988,27309,77000,"Rent",5152.04985034394,13200
746721,784921266,18000,50000,"Rent",12772.1419159986,17100
746989,679742522,74153,32000,"Rent",9244.93131533647,9300
751802,399463834,96039,75000,"Own",9768.73422401684,15000
752343,955289282,67284,9000,"Rent",25962.9632883003,26000
755173,694043347,60521,45000,"Rent",4106.05619554329,8600
755683,728422325,52365,97000,"Rent",23946.2666076102,39200
756122,785679614,71141,61000,"Rent",20016.3129472034,20200
756899,382165244,93902,61000,"Rent",4098.25226657261,4100
757254,296455934,12552,103000,"Own",13307.1314309447,13500
760445,395965298,53627,27000,"Rent",2582.14109080304,9700
761219,928995912,96510,60000,"Rent",20342.2834777126,20400
762087,525208368,96521,62000,"Rent",12797.8634496695,16600
763561,571548578,97179,67000,"Rent",4399.86074535951,4400
763987,537629484,88498,35000,"Own",29534.6770176654,34600
767279,721597666,21097,83000,"Rent",16016.31167149,17500
767494,197487530,55527,42000,"Rent",6468.8290429128,35900
768582,386794651,30914,70000,"Rent",4534.15181033336,21300
770684,167278222,61793,93000,"Rent",4948.59525967464,33800
772318,851497010,25704,102000,"Rent",12395.914556274,12500
779847,521061938,81863,65000,"Rent",10506.262167745,27800
780327,369859269,59107,57000,"Rent",3910.42442504917,30100
781276,762086861,42110,78000,"Rent",8793.62869544731,18200
785282,194415405,67599,59000,"Own",4494.60001516774,4500
786113,909772107,92209,18000,"Rent",4784.88042747185,10300
786603,923507673,65300,44000,"Own",11644.7637810463,15800
787867,365212903,75095,87000,"Rent",4276.37046970684,22700
791273,659660746,32650,56000,"Rent",5922.70154087224,18300
792247,100091104,65823,85000,"Rent",2844.55595108636,32000
792328,594908844,35554,22000,"Rent",7797.4975016895,18100
792593,827222006,37385,65000,"Rent",1941.08614952535,11400
796553,181252756,57897,68000,"Own",5578.70770756556,11200
797619,511411361,91528,58000,"Rent",8800.92602306582,18000
798322,764386248,39014,73000,"Own",8831.43795268125,26600
800278,362547577,56249,32000,"Own",34297.8431710633,39100
803798,636227304,14736,54000,"Rent",4294.675724414,11700
805356,719035787,65790,50000,"Rent",4053.19994900721,17900
806393,825284413,47823,20000,"Own",10181.7477577983,10200
806411,225169479,15809,58000,"Rent",1801.64394519539,11000
808329,640325687,85894,0,"Own",18374.0301910419,18400
808358,990885072,45906,62000,"Rent",2731.44242608458,30700
811134,611634901,41554,67000,"Rent",6503.37072911182,12400
811429,105625899,64460,73000,"Rent",299.997863502114,300
812867,878404101,73031,21000,"Rent",31969.9426249357,41300
814159,303333585,46267,80000,"Rent",2263.17145635352,16700
815431,699876678,78826,47000,"Rent",21291.4796989508,21700
816599,464661075,69474,50000,"Rent",2549.56704432884,34700
821250,302294966,61859,48000,"Rent",17876.3050290484,20400
824724,741912827,50079,67000,"Rent",17107.632356998,17500
827928,287205552,29209,87000,"Own",9099.89518550041,11400
831457,776161529,25186,73000,"Rent",8195.54721142941,16100
832461,101458458,16217,53000,"Rent",4546.80240393161,9600
834858,955073341,18753,31000,"Rent",11737.9601670787,14500
834889,465645726,91096,96000,"Rent",5846.8363746176,35400
836143,135895391,70632,52000,"Own",15137.4455717264,29300
836696,693954578,41066,64000,"Rent",2385.39661164108,20900
836990,800143924,89474,45000,"Rent",6860.68781532417,31400
837633,228827511,94080,26000,"Rent",27700.2439881408,29400
840613,828059120,18027,23000,"Rent",32339.4932637497,32700
840675,168443278,52099,93000,"Rent",5119.68205512584,22800
842016,580071655,75773,63000,"Rent",3779.89988788944,17600
844338,383459929,48527,7000,"Rent",31081.5890551187,31200
847228,172632818,85319,1e+05,"Own",29858.5998830317,29900
848446,531172899,48464,21000,"Rent",16376.0568077828,25400
850820,570344140,39376,40000,"Rent",14021.4821836536,16600
851075,271246555,89336,43000,"Rent",1299.99718759241,1300
855034,251181637,52418,56000,"Rent",14697.9736090907,18100
855264,870510275,82793,84000,"Rent",1908.31270651268,25300
859002,580587502,60213,54000,"Rent",10847.0137375838,15700
860994,878897325,30185,67000,"Rent",5838.32499493073,25800
862471,767597224,86439,3000,"Rent",24347.9310284562,24400
862937,282097236,19764,15000,"Rent",9202.37174184118,30400
863467,649405408,86707,46000,"Rent",23637.2259278088,30500
865579,722393747,57190,58000,"Rent",2904.51306419724,19600
867458,170348374,22856,43000,"Rent",13536.1152924827,32700
869745,888614768,53062,24000,"Rent",39841.473607051,40600
871234,377839757,41237,11000,"Rent",16598.4793195586,16600
873074,732271025,10844,63000,"Rent",5257.3868714602,34800
876431,127003001,15857,88000,"Own",9983.91716878221,12400
877069,645560550,96044,89000,"Own",17349.8161994395,24100
877312,446864938,34703,51000,"Rent",4459.25789789273,4500
879934,401758141,71391,41000,"Own",29066.2213643206,37500
880669,150095606,69358,64000,"Own",7022.29948529593,9100
881578,617842469,20323,44000,"Rent",6487.93546750205,9200
883292,354349609,97968,57000,"Rent",13182.9951123058,18500
885020,885011963,73029,51000,"Rent",20262.4258284039,21700
888305,130567820,61332,60000,"Own",15122.8148471224,38700
888830,706681658,48519,92000,"Rent",3353.94927978602,30900
890574,247549205,11579,77000,"Rent",1940.2694318086,36400
892851,482189041,22412,65000,"Rent",7320.27342891885,37100
897163,426479172,51913,52000,"Rent",8975.89660824584,10000
897833,338371149,50889,87000,"Rent",11173.3144661328,16000
899695,715131569,94781,56000,"Rent",2045.22501961304,21300
901899,585579792,49483,62000,"Own",5850.43889770954,10100
906722,103894240,29702,60000,"Own",6894.78687971201,9700
908448,319831644,83847,44000,"Own",8632.94778714368,9100
909357,577800113,88040,50000,"Own",32802.0211623942,33200
911308,783701699,54792,82000,"Own",7439.94945188385,22300
912263,103217078,62744,68000,"Rent",1499.98812591799,1500
912905,623948138,64381,17000,"Rent",9784.50632790649,9900
912985,422956463,83838,67000,"Rent",11005.3649719555,30200
914605,308878069,89583,80000,"Rent",10121.9296782355,11500
915804,656379039,52955,51000,"Rent",8038.01002402466,10400
917306,546091595,95219,36000,"Own",17054.1652854498,25900
917635,901781456,41377,83000,"Own",13599.9907318529,13600
917648,906310959,22165,59000,"Own",19559.5624268598,34800
919642,707081715,37118,32000,"Rent",11175.8321428165,11500
919711,774528163,35859,94000,"Rent",18785.7196356179,18800
925761,313167143,78357,18000,"Rent",4920.29358058888,17100
925805,588387120,70906,50000,"Rent",7013.77682674979,36800
926018,323077242,77224,86000,"Rent",7012.07258220764,15400
928985,714837437,81959,42000,"Rent",8872.10839452076,31800
929046,963966086,36666,54000,"Rent",8079.35079818329,17500
931767,232952332,60704,73000,"Rent",10186.232417259,11400
932651,696164355,45414,16000,"Rent",24099.9874334414,24100
933108,341537382,82826,33000,"Rent",2299.34810811164,2300
934112,630293908,69981,80000,"Own",8114.26444938464,10600
935962,649961904,85240,83000,"Rent",5298.30423380974,10000
941548,252765744,56133,70000,"Rent",1993.96281727353,11500
943305,892951335,52545,67000,"Rent",8458.77171825951,8600
950651,753931812,92031,79000,"Rent",3199.98583891405,3200
950798,290724470,80597,39000,"Own",7771.19976800299,10700
952941,855030959,98680,72000,"Rent",5345.15796798558,12500
953831,463428305,44667,40000,"Rent",3451.34561941225,14800
955600,477147173,75167,49000,"Own",31461.5279379931,37500
956589,478915834,14532,62000,"Rent",9146.24510248711,9200
961679,634578035,35753,50000,"Own",13025.9827106851,19400
962015,697905498,43549,67000,"Own",25500.0583100768,31600
963525,337329321,73279,123000,"Rent",26370.144478234,29600
965172,535256399,22189,17000,"Rent",14610.4399080644,14700
965346,144864014,55280,29000,"Rent",5907.51627225283,14100
967232,801142717,33333,38000,"Rent",4042.99196215858,31200
969189,271410207,25333,86000,"Own",12498.8599979277,12500
969941,121371203,33530,97000,"Rent",27854.0448455028,32300
970718,459256085,47933,31000,"Rent",15970.9799292291,16200
971202,198393428,22667,83000,"Rent",4696.06754421253,22300
971336,427765499,83992,32000,"Rent",2948.45131603822,17400
973120,282902858,29187,79000,"Own",24886.3047837895,28100
